"plot_id","releve_id","obs_id","year","month","day","x","y","geometry","xy_precision","altitude_min","altitude_max","aspect","slope","surface","taxon_id","taxon_global","author_global","taxon_no_global","taxon_level","taxon_CH","author_CH","taxon_no_isfs","family","determinavit_cf","specimen_type","species_cover","phenology","total_cover","trees_cover","shrubs_cover","herbaceous_cover","moss_cover","crypto_cover","lichens_cover","algae_cover","litter_cover","soil_cover","rocks_cover","water_cover","open_close","releve_stratum","soil_depth_1","soil_depth_2","soil_depth_3","soil_depth_4","soil_depth_5","soil_depth_6","soil_depth_7","soil_depth_8","soil_depth_9","soil_depth_10","observer_initials","locality_descript","comments"
"432.EID",3030037,17172825,2024,9,5,9.509975,46.92583333,"POINT (9.5099750025451 46.925833310688)",1.8,1224.4,1224.8,85,30,4,1035720,"Potentilla aurea","L.","992674","species","Potentilla aurea","L.",321300,"Rosaceae","-",NA,0.1,"V",94,7,0,94,4,0,0,0,5,1,0,0,"open","herbaceous","11","34","36","41","21","11","11","15","12","12","CB, ND","Steep mown meadow under a isolated group of trees",NA
"432.EID",3030037,17172824,2024,9,5,9.509975,46.92583333,"POINT (9.5099750025451 46.925833310688)",1.8,1224.4,1224.8,85,30,4,1009510,"Carex caryophyllea","Latourr.","340254","species","Carex caryophyllea","Latourr.",84900,"Cyperaceae","-",NA,0.1,"S",94,7,0,94,4,0,0,0,5,1,0,0,"open","herbaceous","11","34","36","41","21","11","11","15","12","12","CB, ND","Steep mown meadow under a isolated group of trees",NA
"432.EID",3030037,17172823,2024,9,5,9.509975,46.92583333,"POINT (9.5099750025451 46.925833310688)",1.8,1224.4,1224.8,85,30,4,1001230,"Ajuga reptans","L.","926633","species","Ajuga reptans","L.",10400,"Lamiaceae","-",NA,1.5,"V",94,7,0,94,4,0,0,0,5,1,0,0,"open","herbaceous","11","34","36","41","21","11","11","15","12","12","CB, ND","Steep mown meadow under a isolated group of trees",NA
"432.EID",3030037,17172822,2024,9,5,9.509975,46.92583333,"POINT (9.5099750025451 46.925833310688)",1.8,1224.4,1224.8,85,30,4,1004930,"Arrhenatherum elatius","(L.) P.Beauv. ex J.Presl & C.Presl","841342","species","Arrhenatherum elatius","(L.) J.",45900,"Poaceae","-",NA,2,"V",94,7,0,94,4,0,0,0,5,1,0,0,"open","herbaceous","11","34","36","41","21","11","11","15","12","12","CB, ND","Steep mown meadow under a isolated group of trees",NA
"432.EID",3030037,17172821,2024,9,5,9.509975,46.92583333,"POINT (9.5099750025451 46.925833310688)",1.8,1224.4,1224.8,85,30,4,1036020,"Potentilla pusilla","Host","1008839","species","Potentilla pusilla","Host",324300,"Rosaceae","-",NA,0.5,"V",94,7,0,94,4,0,0,0,5,1,0,0,"open","herbaceous","11","34","36","41","21","11","11","15","12","12","CB, ND","Steep mown meadow under a isolated group of trees",NA
"432.EID",3030037,17172820,2024,9,5,9.509975,46.92583333,"POINT (9.5099750025451 46.925833310688)",1.8,1224.4,1224.8,85,30,4,1019920,"Fragaria vesca","L.","984734","species","Fragaria vesca","L.",173800,"Rosaceae","-",NA,8,"V",94,7,0,94,4,0,0,0,5,1,0,0,"open","herbaceous","11","34","36","41","21","11","11","15","12","12","CB, ND","Steep mown meadow under a isolated group of trees",NA
"432.EID",3030037,17172819,2024,9,5,9.509975,46.92583333,"POINT (9.5099750025451 46.925833310688)",1.8,1224.4,1224.8,85,30,4,1027130,"Linum catharticum","L.","358626","species","Linum catharticum","L.",241100,"Linaceae","-",NA,0.1,NA,94,7,0,94,4,0,0,0,5,1,0,0,"open","herbaceous","11","34","36","41","21","11","11","15","12","12","CB, ND","Steep mown meadow under a isolated group of trees",NA
"432.EID",3030037,17172818,2024,9,5,9.509975,46.92583333,"POINT (9.5099750025451 46.925833310688)",1.8,1224.4,1224.8,85,30,4,1046080,"Taraxacum officinale","F.H.Wigg.","61589","aggr.","Taraxacum officinale aggr.",NA,413100,"Asteraceae","-",NA,1,"V",94,7,0,94,4,0,0,0,5,1,0,0,"open","herbaceous","11","34","36","41","21","11","11","15","12","12","CB, ND","Steep mown meadow under a isolated group of trees",NA
"432.EID",3030037,17172817,2024,9,5,9.509975,46.92583333,"POINT (9.5099750025451 46.925833310688)",1.8,1224.4,1224.8,85,30,4,1002440,"Alchemilla vulgaris","L.","998276","aggr.","Alchemilla vulgaris aggr.",NA,21100,"Rosaceae","-",NA,1,"V",94,7,0,94,4,0,0,0,5,1,0,0,"open","herbaceous","11","34","36","41","21","11","11","15","12","12","CB, ND","Steep mown meadow under a isolated group of trees",NA
"432.EID",3030037,17172816,2024,9,5,9.509975,46.92583333,"POINT (9.5099750025451 46.925833310688)",1.8,1224.4,1224.8,85,30,4,1027920,"Luzula sylvatica","(Huds.) Gaudin","770120","aggr.","Luzula sylvatica aggr.",NA,248400,"Juncaceae","-",NA,0.5,"V",94,7,0,94,4,0,0,0,5,1,0,0,"open","herbaceous","11","34","36","41","21","11","11","15","12","12","CB, ND","Steep mown meadow under a isolated group of trees",NA
"432.EID",3030037,17172815,2024,9,5,9.509975,46.92583333,"POINT (9.5099750025451 46.925833310688)",1.8,1224.4,1224.8,85,30,4,1046860,"Thymus pulegioides","L.","319546","species","Thymus pulegioides","L.",420940,"Lamiaceae","-",NA,0.1,"V",94,7,0,94,4,0,0,0,5,1,0,0,"open","herbaceous","11","34","36","41","21","11","11","15","12","12","CB, ND","Steep mown meadow under a isolated group of trees",NA
"432.EID",3030037,17172814,2024,9,5,9.509975,46.92583333,"POINT (9.5099750025451 46.925833310688)",1.8,1224.4,1224.8,85,30,4,1044540,"Soldanella alpina","L.","497106","species","Soldanella alpina","L.",400600,"Primulaceae","-",NA,0.1,"V",94,7,0,94,4,0,0,0,5,1,0,0,"open","herbaceous","11","34","36","41","21","11","11","15","12","12","CB, ND","Steep mown meadow under a isolated group of trees",NA
"432.EID",3030037,17172813,2024,9,5,9.509975,46.92583333,"POINT (9.5099750025451 46.925833310688)",1.8,1224.4,1224.8,85,30,4,1019380,"Lolium pratense","(Huds.) Darbysh.","870176","species","Festuca pratensis","Huds.",169100,"Poaceae","-",NA,0.5,"V",94,7,0,94,4,0,0,0,5,1,0,0,"open","herbaceous","11","34","36","41","21","11","11","15","12","12","CB, ND","Steep mown meadow under a isolated group of trees",NA
"432.EID",3030037,17172812,2024,9,5,9.509975,46.92583333,"POINT (9.5099750025451 46.925833310688)",1.8,1224.4,1224.8,85,30,4,1009760,"Carex flacca","Schreb.","341544","species","Carex flacca","Schreb.",87500,"Cyperaceae","-",NA,0.5,"V",94,7,0,94,4,0,0,0,5,1,0,0,"open","herbaceous","11","34","36","41","21","11","11","15","12","12","CB, ND","Steep mown meadow under a isolated group of trees",NA
"432.EID",3030037,17172811,2024,9,5,9.509975,46.92583333,"POINT (9.5099750025451 46.925833310688)",1.8,1224.4,1224.8,85,30,4,1022390,"Avenula pubescens","(Huds.) Dumort.","844441","species","Helictotrichon pubescens","(Huds.) Pilg.",196800,"Poaceae","-",NA,0.1,"V",94,7,0,94,4,0,0,0,5,1,0,0,"open","herbaceous","11","34","36","41","21","11","11","15","12","12","CB, ND","Steep mown meadow under a isolated group of trees",NA
"432.EID",3030037,17172810,2024,9,5,9.509975,46.92583333,"POINT (9.5099750025451 46.925833310688)",1.8,1224.4,1224.8,85,30,4,1021530,"Geranium sylvaticum","L.","693863","species","Geranium sylvaticum","L.",189300,"Geraniaceae","-",NA,0.5,"V",94,7,0,94,4,0,0,0,5,1,0,0,"open","herbaceous","11","34","36","41","21","11","11","15","12","12","CB, ND","Steep mown meadow under a isolated group of trees",NA
"432.EID",3030037,17172809,2024,9,5,9.509975,46.92583333,"POINT (9.5099750025451 46.925833310688)",1.8,1224.4,1224.8,85,30,4,1047890,"Trisetum flavescens","(L.) P.Beauv.","896805","species","Trisetum flavescens","(L.) P.",429400,"Poaceae","-",NA,0.1,"V",94,7,0,94,4,0,0,0,5,1,0,0,"open","herbaceous","11","34","36","41","21","11","11","15","12","12","CB, ND","Steep mown meadow under a isolated group of trees",NA
"432.OID",2980146,15131555,2023,9,20,9.50054294,46.89795216,"POINT(9.50054294 46.89795216)",3.79,1873,1888.1,110,33,4,1001410,"Alchemilla conjuncta","Bab.","989884","superaggr.","Alchemilla conjuncta superaggr.",NA,12100,"Rosaceae","-",NA,29,"E",55,0,0,55,1,0,2,0,12,11,22,0,"open","herbaceous","0","0","15","15","3","4","1","2","5","4","KC","Steep rocky woody pasture 50m beneath an avalanche protection fence",NA
"432.OID",2980146,15131519,2023,9,20,9.50054294,46.89795216,"POINT(9.50054294 46.89795216)",3.79,1873,1888.1,110,33,4,1022180,"Helianthemum nummularium","(L.) Mill.","1577356","species","Helianthemum nummularium","(L.) Mill.",194895,"Cistaceae","-",NA,15,"V",55,0,0,55,1,0,2,0,12,11,22,0,"open","herbaceous","0","0","15","15","3","4","1","2","5","4","KC","Steep rocky woody pasture 50m beneath an avalanche protection fence",NA
"432.OID",2980146,15131535,2023,9,20,9.50054294,46.89795216,"POINT(9.50054294 46.89795216)",3.79,1873,1888.1,110,33,4,1001080,"Agrostis capillaris","L.","833484","species","Agrostis capillaris","L.",8600,"Poaceae","-",NA,6,"SE",55,0,0,55,1,0,2,0,12,11,22,0,"open","herbaceous","0","0","15","15","3","4","1","2","5","4","KC","Steep rocky woody pasture 50m beneath an avalanche protection fence",NA
"432.OID",2980146,15131501,2023,9,20,9.50054294,46.89795216,"POINT(9.50054294 46.89795216)",3.79,1873,1888.1,110,33,4,1046830,"Thymus praecox","Opiz","319494","species","Thymus praecox","Opiz",420750,"Lamiaceae","-",NA,6,"FD",55,0,0,55,1,0,2,0,12,11,22,0,"open","herbaceous","0","0","15","15","3","4","1","2","5","4","KC","Steep rocky woody pasture 50m beneath an avalanche protection fence",NA
"432.OID",2980146,15131453,2023,9,20,9.50054294,46.89795216,"POINT(9.50054294 46.89795216)",3.79,1873,1888.1,110,33,4,1019470,"Festuca rubra","L.","863572","aggr.","Festuca rubra aggr.",NA,170200,"Poaceae","-",NA,5,"E",55,0,0,55,1,0,2,0,12,11,22,0,"open","herbaceous","0","0","15","15","3","4","1","2","5","4","KC","Steep rocky woody pasture 50m beneath an avalanche protection fence",NA
"432.OID",2980146,15131510,2023,9,20,9.50054294,46.89795216,"POINT(9.50054294 46.89795216)",3.79,1873,1888.1,110,33,4,1010090,"Carex ornithopoda","Willd.","344473","species","Carex ornithopoda","Willd.",91200,"Cyperaceae","-",NA,3,"V",55,0,0,55,1,0,2,0,12,11,22,0,"open","herbaceous","0","0","15","15","3","4","1","2","5","4","KC","Steep rocky woody pasture 50m beneath an avalanche protection fence",NA
"432.OID",2980146,15131388,2023,9,20,9.50054294,46.89795216,"POINT(9.50054294 46.89795216)",3.79,1873,1888.1,110,33,4,1043700,"Sesleria caerulea","(L.) Ard.","890468","species","Sesleria caerulea","(L.) Ard.",392200,"Poaceae","-",NA,3,"V",55,0,0,55,1,0,2,0,12,11,22,0,"open","herbaceous","0","0","15","15","3","4","1","2","5","4","KC","Steep rocky woody pasture 50m beneath an avalanche protection fence",NA
"432.OID",2980146,15131542,2023,9,20,9.50054294,46.89795216,"POINT(9.50054294 46.89795216)",3.79,1873,1888.1,110,33,4,1002440,"Alchemilla vulgaris","L.","998276","aggr.","Alchemilla vulgaris aggr.",NA,21100,"Rosaceae","-",NA,1.5,"FDS",55,0,0,55,1,0,2,0,12,11,22,0,"open","herbaceous","0","0","15","15","3","4","1","2","5","4","KC","Steep rocky woody pasture 50m beneath an avalanche protection fence",NA
"432.OID",2980146,15131376,2023,9,20,9.50054294,46.89795216,"POINT(9.50054294 46.89795216)",3.79,1873,1888.1,110,33,4,1023200,"Pilosella officinarum","Vaill.","68007","species","Hieracium pilosella","L.",203400,"Asteraceae","-",NA,1.5,"V",55,0,0,55,1,0,2,0,12,11,22,0,"open","herbaceous","0","0","15","15","3","4","1","2","5","4","KC","Steep rocky woody pasture 50m beneath an avalanche protection fence",NA
"432.OID",2980146,15131411,2023,9,20,9.50054294,46.89795216,"POINT(9.50054294 46.89795216)",3.79,1873,1888.1,110,33,4,1010340,"Carex sempervirens","Vill.","346054","species","Carex sempervirens","Vill.",93900,"Cyperaceae","-",NA,1,"E",55,0,0,55,1,0,2,0,12,11,22,0,"open","herbaceous","0","0","15","15","3","4","1","2","5","4","KC","Steep rocky woody pasture 50m beneath an avalanche protection fence",NA
"432.OID",2980146,15131351,2023,9,20,9.50054294,46.89795216,"POINT(9.50054294 46.89795216)",3.79,1873,1888.1,110,33,4,1035720,"Potentilla aurea","L.","992674","species","Potentilla aurea","L.",321300,"Rosaceae","-",NA,1,"V",55,0,0,55,1,0,2,0,12,11,22,0,"open","herbaceous","0","0","15","15","3","4","1","2","5","4","KC","Steep rocky woody pasture 50m beneath an avalanche protection fence",NA
"432.OID",2980146,15131337,2023,9,20,9.50054294,46.89795216,"POINT(9.50054294 46.89795216)",3.79,1873,1888.1,110,33,4,1004070,"Anthyllis vulneraria","L.","207482","species","Anthyllis vulneraria","L.",36790,"Fabaceae","-",NA,1,"V",55,0,0,55,1,0,2,0,12,11,22,0,"open","herbaceous","0","0","15","15","3","4","1","2","5","4","KC","Steep rocky woody pasture 50m beneath an avalanche protection fence",NA
"432.OID",2980146,15131549,2023,9,20,9.50054294,46.89795216,"POINT(9.50054294 46.89795216)",3.79,1873,1888.1,110,33,4,1000460,"Clinopodium alpinum","(L.) Kuntze","1657220","species","Acinos alpinus","(L.) Moench",2800,"Lamiaceae","-",NA,0.5,"F",55,0,0,55,1,0,2,0,12,11,22,0,"open","herbaceous","0","0","15","15","3","4","1","2","5","4","KC","Steep rocky woody pasture 50m beneath an avalanche protection fence",NA
"432.OID",2980146,15131528,2023,9,20,9.50054294,46.89795216,"POINT(9.50054294 46.89795216)",3.79,1873,1888.1,110,33,4,1035790,"Potentilla crantzii","(Crantz) Fritsch","981492","species","Potentilla crantzii","(Crantz) Fritsch",322100,"Rosaceae","-",NA,0.5,"V",55,0,0,55,1,0,2,0,12,11,22,0,"open","herbaceous","0","0","15","15","3","4","1","2","5","4","KC","Steep rocky woody pasture 50m beneath an avalanche protection fence",NA
"432.OID",2980146,15131466,2023,9,20,9.50054294,46.89795216,"POINT(9.50054294 46.89795216)",3.79,1873,1888.1,110,33,4,1034280,"Plantago atrata","Hoppe","481453","species","Plantago atrata","Hoppe",307250,"Plantaginaceae","-",NA,0.5,"V",55,0,0,55,1,0,2,0,12,11,22,0,"open","herbaceous","0","0","15","15","3","4","1","2","5","4","KC","Steep rocky woody pasture 50m beneath an avalanche protection fence",NA
"432.OID",2980146,15131444,2023,9,20,9.50054294,46.89795216,"POINT(9.50054294 46.89795216)",3.79,1873,1888.1,110,33,4,1023580,"Hippocrepis comosa","L.","209086","species","Hippocrepis comosa","L.",206300,"Fabaceae","-",NA,0.5,"V",55,0,0,55,1,0,2,0,12,11,22,0,"open","herbaceous","0","0","15","15","3","4","1","2","5","4","KC","Steep rocky woody pasture 50m beneath an avalanche protection fence",NA
"432.OID",2980146,15131433,2023,9,20,9.50054294,46.89795216,"POINT(9.50054294 46.89795216)",3.79,1873,1888.1,110,33,4,1009170,"Carduus defloratus","L.","132991","species","Carduus defloratus","L.",81595,"Asteraceae","-",NA,0.5,"V",55,0,0,55,1,0,2,0,12,11,22,0,"open","herbaceous","0","0","15","15","3","4","1","2","5","4","KC","Steep rocky woody pasture 50m beneath an avalanche protection fence",NA
"432.OID",2980146,15131400,2023,9,20,9.50054294,46.89795216,"POINT(9.50054294 46.89795216)",3.79,1873,1888.1,110,33,4,1010490,"Carlina acaulis","L.","89436","species","Carlina acaulis","L.",95800,"Asteraceae","-",NA,0.5,"V",55,0,0,55,1,0,2,0,12,11,22,0,"open","herbaceous","0","0","15","15","3","4","1","2","5","4","KC","Steep rocky woody pasture 50m beneath an avalanche protection fence",NA
"432.OID",2980146,15131311,2023,9,20,9.50054294,46.89795216,"POINT(9.50054294 46.89795216)",3.79,1873,1888.1,110,33,4,1006780,"Biscutella laevigata","L.","559092","species","Biscutella laevigata","L.",62000,"Brassicaceae","-",NA,0.5,"V",55,0,0,55,1,0,2,0,12,11,22,0,"open","herbaceous","0","0","15","15","3","4","1","2","5","4","KC","Steep rocky woody pasture 50m beneath an avalanche protection fence",NA
"432.OID",2980146,15131297,2023,9,20,9.50054294,46.89795216,"POINT(9.50054294 46.89795216)",3.79,1873,1888.1,110,33,4,1043170,"Sempervivum tectorum","L.","435846","species","Sempervivum tectorum","L.",387100,"Crassulaceae","-",NA,0.5,"V",55,0,0,55,1,0,2,0,12,11,22,0,"open","herbaceous","0","0","15","15","3","4","1","2","5","4","KC","Steep rocky woody pasture 50m beneath an avalanche protection fence",NA
"432.OID",2980146,15131269,2023,9,20,9.50054294,46.89795216,"POINT(9.50054294 46.89795216)",3.79,1873,1888.1,110,33,4,1044020,"Silene nutans","L.","434903","species","Silene nutans","L.",396050,"Caryophyllaceae","-",NA,0.5,"V",55,0,0,55,1,0,2,0,12,11,22,0,"open","herbaceous","0","0","15","15","3","4","1","2","5","4","KC","Steep rocky woody pasture 50m beneath an avalanche protection fence",NA
"432.OID",2980146,15131257,2023,9,20,9.50054294,46.89795216,"POINT(9.50054294 46.89795216)",3.79,1873,1888.1,110,33,4,1023220,"Hieracium pilosum","Froel.","12537","species","Hieracium pilosum","Froel.",203600,"Asteraceae","-",NA,0.5,"V",55,0,0,55,1,0,2,0,12,11,22,0,"open","herbaceous","0","0","15","15","3","4","1","2","5","4","KC","Steep rocky woody pasture 50m beneath an avalanche protection fence",NA
"432.OID",2980146,15131493,2023,9,20,9.50054294,46.89795216,"POINT(9.50054294 46.89795216)",3.79,1873,1888.1,110,33,4,1020390,"Galium anisophyllon","Vill.","959662","species","Galium anisophyllon","Vill.",177500,"Rubiaceae","-",NA,0.1,"V",55,0,0,55,1,0,2,0,12,11,22,0,"open","herbaceous","0","0","15","15","3","4","1","2","5","4","KC","Steep rocky woody pasture 50m beneath an avalanche protection fence",NA
"432.OID",2980146,15131483,2023,9,20,9.50054294,46.89795216,"POINT(9.50054294 46.89795216)",3.79,1873,1888.1,110,33,4,1003960,"Anthoxanthum odoratum","L.","839912","aggr.","Anthoxanthum odoratum aggr.",NA,35500,"Poaceae","-",NA,0.1,"V",55,0,0,55,1,0,2,0,12,11,22,0,"open","herbaceous","0","0","15","15","3","4","1","2","5","4","KC","Steep rocky woody pasture 50m beneath an avalanche protection fence",NA
"432.OID",2980146,15131475,2023,9,20,9.50054294,46.89795216,"POINT(9.50054294 46.89795216)",3.79,1873,1888.1,110,33,4,1008650,"Campanula scheuchzeri","Vill.","820596","species","Campanula scheuchzeri","Vill.",77200,"Campanulaceae","-",NA,0.1,"V",55,0,0,55,1,0,2,0,12,11,22,0,"open","herbaceous","0","0","15","15","3","4","1","2","5","4","KC","Steep rocky woody pasture 50m beneath an avalanche protection fence",NA
"432.OID",2980146,15131364,2023,9,20,9.50054294,46.89795216,"POINT(9.50054294 46.89795216)",3.79,1873,1888.1,110,33,4,1027510,"Lotus corniculatus","L.","207542","aggr.","Lotus corniculatus aggr.",NA,244410,"Fabaceae","-",NA,0.1,"V",55,0,0,55,1,0,2,0,12,11,22,0,"open","herbaceous","0","0","15","15","3","4","1","2","5","4","KC","Steep rocky woody pasture 50m beneath an avalanche protection fence",NA
"432.OID",2980146,15131324,2023,9,20,9.50054294,46.89795216,"POINT(9.50054294 46.89795216)",3.79,1873,1888.1,110,33,4,1033670,"Phyteuma orbiculare","L.","809266","species","Phyteuma orbiculare","L.",301800,"Campanulaceae","-",NA,0.1,"V",55,0,0,55,1,0,2,0,12,11,22,0,"open","herbaceous","0","0","15","15","3","4","1","2","5","4","KC","Steep rocky woody pasture 50m beneath an avalanche protection fence",NA
"432.OID",2980146,15131284,2023,9,20,9.50054294,46.89795216,"POINT(9.50054294 46.89795216)",3.79,1873,1888.1,110,33,4,1011270,"Cerastium arvense","L.","588238","species","Cerastium arvense","L.",102595,"Caryophyllaceae","-",NA,0.1,"V",55,0,0,55,1,0,2,0,12,11,22,0,"open","herbaceous","0","0","15","15","3","4","1","2","5","4","KC","Steep rocky woody pasture 50m beneath an avalanche protection fence",NA
"434.OID",2980143,15131459,2023,9,19,9.497983982,46.91244282,"POINT(9.497983981719983 46.91244281978028)",3.79,1900.6,NA,128,29,4,1001410,"Alchemilla conjuncta","Bab.","989884","superaggr.","Alchemilla conjuncta superaggr.",NA,12100,"Rosaceae","-",NA,27,"E",67,0,0,66,6,0,1,0,5,2,26,0,"open","herbaceous","9","9","0","0","5","7","1","1","8","5","KC","Rocky alpine pasture",NA
"434.OID",2980143,15131428,2023,9,19,9.497983982,46.91244282,"POINT(9.497983981719983 46.91244281978028)",3.79,1900.6,NA,128,29,4,1022180,"Helianthemum nummularium","(L.) Mill.","1577356","species","Helianthemum nummularium","(L.) Mill.",194895,"Cistaceae","-",NA,13,"V",67,0,0,66,6,0,1,0,5,2,26,0,"open","herbaceous","9","9","0","0","5","7","1","1","8","5","KC","Rocky alpine pasture",NA
"434.OID",2980143,15131285,2023,9,19,9.497983982,46.91244282,"POINT(9.497983981719983 46.91244281978028)",3.79,1900.6,NA,128,29,4,1022140,"Helianthemum oelandicum subsp. alpestre","(Jacq.) Ces.","1477015","species","Helianthemum alpestre","(Jacq.) DC.",194300,"Cistaceae","-",NA,13,"V",67,0,0,66,6,0,1,0,5,2,26,0,"open","herbaceous","9","9","0","0","5","7","1","1","8","5","KC","Rocky alpine pasture",NA
"434.OID",2980143,15131451,2023,9,19,9.497983982,46.91244282,"POINT(9.497983981719983 46.91244281978028)",3.79,1900.6,NA,128,29,4,1023200,"Pilosella officinarum","Vaill.","68007","species","Hieracium pilosella","L.",203400,"Asteraceae","-",NA,9,"V",67,0,0,66,6,0,1,0,5,2,26,0,"open","herbaceous","9","9","0","0","5","7","1","1","8","5","KC","Rocky alpine pasture",NA
"434.OID",2980143,15131362,2023,9,19,9.497983982,46.91244282,"POINT(9.497983981719983 46.91244281978028)",3.79,1900.6,NA,128,29,4,1046830,"Thymus praecox","Opiz","319494","species","Thymus praecox","Opiz",420750,"Lamiaceae","-",NA,8,"V",67,0,0,66,6,0,1,0,5,2,26,0,"open","herbaceous","9","9","0","0","5","7","1","1","8","5","KC","Rocky alpine pasture",NA
"434.OID",2980143,15131350,2023,9,19,9.497983982,46.91244282,"POINT(9.497983981719983 46.91244281978028)",3.79,1900.6,NA,128,29,4,1034280,"Plantago atrata","Hoppe","481453","species","Plantago atrata","Hoppe",307250,"Plantaginaceae","-",NA,5,"V",67,0,0,66,6,0,1,0,5,2,26,0,"open","herbaceous","9","9","0","0","5","7","1","1","8","5","KC","Rocky alpine pasture",NA
"434.OID",2980143,15131384,2023,9,19,9.497983982,46.91244282,"POINT(9.497983981719983 46.91244281978028)",3.79,1900.6,NA,128,29,4,1010090,"Carex ornithopoda","Willd.","344473","species","Carex ornithopoda","Willd.",91200,"Cyperaceae","-",NA,4,"V",67,0,0,66,6,0,1,0,5,2,26,0,"open","herbaceous","9","9","0","0","5","7","1","1","8","5","KC","Rocky alpine pasture",NA
"434.OID",2980143,15131313,2023,9,19,9.497983982,46.91244282,"POINT(9.497983981719983 46.91244281978028)",3.79,1900.6,NA,128,29,4,1023580,"Hippocrepis comosa","L.","209086","species","Hippocrepis comosa","L.",206300,"Fabaceae","-",NA,2.5,"V",67,0,0,66,6,0,1,0,5,2,26,0,"open","herbaceous","9","9","0","0","5","7","1","1","8","5","KC","Rocky alpine pasture",NA
"434.OID",2980143,15131327,2023,9,19,9.497983982,46.91244282,"POINT(9.497983981719983 46.91244281978028)",3.79,1900.6,NA,128,29,4,1035790,"Potentilla crantzii","(Crantz) Fritsch","981492","species","Potentilla crantzii","(Crantz) Fritsch",322100,"Rosaceae","-",NA,2,"V",67,0,0,66,6,0,1,0,5,2,26,0,"open","herbaceous","9","9","0","0","5","7","1","1","8","5","KC","Rocky alpine pasture",NA
"434.OID",2980143,15131271,2023,9,19,9.497983982,46.91244282,"POINT(9.497983981719983 46.91244281978028)",3.79,1900.6,NA,128,29,4,1019470,"Festuca rubra","L.","863572","aggr.","Festuca rubra aggr.",NA,170200,"Poaceae","-",NA,2,"E",67,0,0,66,6,0,1,0,5,2,26,0,"open","herbaceous","9","9","0","0","5","7","1","1","8","5","KC","Rocky alpine pasture",NA
"434.OID",2980143,15131406,2023,9,19,9.497983982,46.91244282,"POINT(9.497983981719983 46.91244281978028)",3.79,1900.6,NA,128,29,4,1021740,"Globularia cordifolia","L.","696224","species","Globularia cordifolia","L.",191000,"Plantaginaceae","-",NA,1.5,"V",67,0,0,66,6,0,1,0,5,2,26,0,"open","herbaceous","9","9","0","0","5","7","1","1","8","5","KC","Rocky alpine pasture",NA
"434.OID",2980143,15131440,2023,9,19,9.497983982,46.91244282,"POINT(9.497983981719983 46.91244281978028)",3.79,1900.6,NA,128,29,4,1034830,"Polygaloides chamaebuxus","(L.) O.Schwarz","481803","species","Polygala chamaebuxus","L.",312700,"Polygalaceae","-",NA,1,"V",67,0,0,66,6,0,1,0,5,2,26,0,"open","herbaceous","9","9","0","0","5","7","1","1","8","5","KC","Rocky alpine pasture",NA
"434.OID",2980143,15131246,2023,9,19,9.497983982,46.91244282,"POINT(9.497983981719983 46.91244281978028)",3.79,1900.6,NA,128,29,4,1009170,"Carduus defloratus","L.","132991","species","Carduus defloratus","L.",81595,"Asteraceae","-",NA,1,"V",67,0,0,66,6,0,1,0,5,2,26,0,"open","herbaceous","9","9","0","0","5","7","1","1","8","5","KC","Rocky alpine pasture",NA
"434.OID",2980143,15131395,2023,9,19,9.497983982,46.91244282,"POINT(9.497983981719983 46.91244281978028)",3.79,1900.6,NA,128,29,4,1004070,"Anthyllis vulneraria","L.","207482","species","Anthyllis vulneraria","L.",36790,"Fabaceae","-",NA,0.5,"V",67,0,0,66,6,0,1,0,5,2,26,0,"open","herbaceous","9","9","0","0","5","7","1","1","8","5","KC","Rocky alpine pasture",NA
"434.OID",2980143,15131375,2023,9,19,9.497983982,46.91244282,"POINT(9.497983981719983 46.91244281978028)",3.79,1900.6,NA,128,29,4,1043700,"Sesleria caerulea","(L.) Ard.","890468","species","Sesleria caerulea","(L.) Ard.",392200,"Poaceae","-",NA,0.5,"V",67,0,0,66,6,0,1,0,5,2,26,0,"open","herbaceous","9","9","0","0","5","7","1","1","8","5","KC","Rocky alpine pasture",NA
"434.OID",2980143,15131339,2023,9,19,9.497983982,46.91244282,"POINT(9.497983981719983 46.91244281978028)",3.79,1900.6,NA,128,29,4,1002440,"Alchemilla vulgaris","L.","998276","aggr.","Alchemilla vulgaris aggr.",NA,21100,"Rosaceae","-",NA,0.5,"V",67,0,0,66,6,0,1,0,5,2,26,0,"open","herbaceous","9","9","0","0","5","7","1","1","8","5","KC","Rocky alpine pasture",NA
"434.OID",2980143,15131299,2023,9,19,9.497983982,46.91244282,"POINT(9.497983981719983 46.91244281978028)",3.79,1900.6,NA,128,29,4,1010340,"Carex sempervirens","Vill.","346054","species","Carex sempervirens","Vill.",93900,"Cyperaceae","-",NA,0.5,"V",67,0,0,66,6,0,1,0,5,2,26,0,"open","herbaceous","9","9","0","0","5","7","1","1","8","5","KC","Rocky alpine pasture",NA
"434.OID",2980143,15131131,2023,9,19,9.497983982,46.91244282,"POINT(9.497983981719983 46.91244281978028)",3.79,1900.6,NA,128,29,4,1033370,"Phleum hirsutum","Honck.","881752","species","Phleum hirsutum","Honck.",299600,"Poaceae","-",NA,0.5,"V",67,0,0,66,6,0,1,0,5,2,26,0,"open","herbaceous","9","9","0","0","5","7","1","1","8","5","KC","Rocky alpine pasture",NA
