"unique_plant_ID","species","functional_group","date_measurement","date_planting","collector","survival","height_vegetative_str","height_reproductive_str","height_vegetative","height_reproductive","vegetative_width","height_nathan","stem_diameter","leaf_length1","leaf_length2","leaf_length3","leaf_width","petiole_length","number_leaves","number_tillers","number_branches","number_leafclusters","number_flowers","mean_inflorescence_size","herbivory"
"CHE.hi.ambi.vege.wf.09.28.1","salpra","forb",2022-08-08,2021-06-17,"EI","1",70,NA,NA,NA,NA,NA,NA,62,61,41,NA,NA,6,NA,NA,NA,NA,NA,"1"
"CHE.hi.warm.vege.wf.09.19.1","salpra","forb",2022-08-08,2021-06-17,"EI","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.vege.wf.09.26.1","salpra","forb",2022-08-08,2021-06-17,"EI","1",75,NA,NA,NA,NA,NA,NA,60,43,75,NA,NA,4,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.09.28.1","salpra","forb",2022-08-08,2021-06-17,"EI","1",65,NA,NA,NA,NA,NA,NA,61,60,68,NA,NA,6,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.10.19.1","salpra","forb",2022-08-08,2021-06-17,"EI","1",55,NA,NA,NA,NA,NA,NA,45,49,27,NA,NA,6,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.10.26.1","salpra","forb",2022-08-08,2021-06-17,"EI","1",65,NA,NA,NA,NA,NA,NA,65,59,41,NA,NA,6,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.10.28.1","salpra","forb",2022-08-08,2021-06-17,"EI","1",54,NA,NA,NA,NA,NA,NA,51,47,46,NA,NA,7,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.vege.wf.10.19.2","salpra","forb",2022-08-08,2021-07-27,"EI","1",35,NA,NA,NA,NA,NA,NA,33,32,27,NA,NA,7,NA,NA,NA,NA,NA,"1"
"CHE.hi.ambi.vege.wf.10.26.1","salpra","forb",2022-08-08,2021-06-17,"EI","1",65,NA,NA,NA,NA,NA,NA,61,53,43,NA,NA,4,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.vege.wf.10.28.1","salpra","forb",2022-08-08,2021-06-17,"EI","1",81,NA,NA,NA,NA,NA,NA,74,68,71,NA,NA,4,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.bare.wf.10.19.1","salpra","forb",2022-07-06,2021-06-17,"CB","1",97,64,NA,NA,NA,NA,NA,48,57,42,NA,NA,11,NA,NA,NA,12,NA,"0"
"CHE.hi.warm.bare.wf.10.26.1","salpra","forb",2022-07-06,2021-06-17,"CB","1",48,NA,NA,NA,NA,NA,NA,48,45,41,NA,NA,6,NA,NA,NA,NA,NA,"1"
"CHE.hi.warm.bare.wf.10.28.1","salpra","forb",2022-07-06,2021-06-17,"CB","1",35,NA,NA,NA,NA,NA,NA,35,32,30,NA,NA,29,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.bare.wf.10.19.1","salpra","forb",2022-07-06,2021-06-17,"CB","1",97,NA,NA,NA,NA,NA,NA,94,83,78,NA,NA,15,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.bare.wf.10.26.1","salpra","forb",2022-07-06,2021-06-17,"CB","1",47,NA,NA,NA,NA,NA,NA,44,41,40,NA,NA,8,NA,NA,NA,NA,NA,"1"
"CHE.hi.ambi.bare.wf.10.28.1","salpra","forb",2022-07-06,2021-06-17,"CB","1",93,NA,NA,NA,NA,NA,NA,90,77,68,NA,NA,23,NA,NA,NA,NA,NA,"1"
"CHE.lo.ambi.bare.wf.01.19.2","salpra","forb",2022-06-23,2021-06-22,"EI","1",96,180,NA,NA,NA,NA,NA,85,68,73,NA,NA,28,NA,NA,NA,2,69,"0"
"CHE.lo.ambi.bare.wf.01.26.1","salpra","forb",2022-06-23,2021-06-16,"EI","1",78,190,NA,NA,NA,NA,NA,95,63,66,NA,NA,33,NA,NA,NA,1,60,"0"
"CHE.lo.ambi.bare.wf.01.28.1","salpra","forb",2022-06-23,2021-06-16,"EI","1",49,294,NA,NA,NA,NA,NA,38,36,38,NA,NA,18,NA,NA,NA,2,111,"0"
"CHE.lo.ambi.vege.wf.01.19.1","salpra","forb",2022-06-30,2021-06-16,"CB","1",84,NA,NA,NA,NA,NA,NA,72,68,57,NA,NA,6,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.vege.wf.01.26.1","salpra","forb",2022-06-30,2021-06-16,"CB","1",52,NA,NA,NA,NA,NA,NA,48,39,15,NA,NA,3,NA,NA,NA,NA,NA,"1"
"CHE.lo.ambi.vege.wf.01.28.1","salpra","forb",2022-06-30,2021-06-16,"CB","1",108,NA,NA,NA,NA,NA,NA,100,106,62,NA,NA,5,NA,NA,NA,NA,NA,"1"
"CHE.lo.ambi.vege.wf.02.19.1","salpra","forb",2022-06-30,2021-06-16,"CB","1",60,NA,NA,NA,NA,NA,NA,58,22,36,NA,NA,3,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.vege.wf.02.26.1","salpra","forb",2022-06-30,2021-06-16,"CB","1",103,NA,NA,NA,NA,NA,NA,95,91,90,NA,NA,5,NA,NA,NA,NA,NA,"1"
"CHE.lo.ambi.vege.wf.02.28.1","salpra","forb",2022-06-30,2021-06-16,"CB","1",79,NA,NA,NA,NA,NA,NA,75,55,50,NA,NA,6,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.02.19.1","salpra","forb",2022-06-23,2021-06-16,"EI","1",175,423,NA,NA,NA,NA,NA,94,65,40,NA,NA,11,NA,NA,NA,4,131,"0"
"CHE.lo.ambi.bare.wf.02.26.2","salpra","forb",2022-06-23,2021-06-21,"EI","1",158,406,NA,NA,NA,NA,NA,124,97,84,NA,NA,25,NA,NA,NA,10,90,"0"
"CHE.lo.ambi.bare.wf.02.28.1","salpra","forb",2022-06-23,2021-06-16,"EI","1",155,300,NA,NA,NA,NA,NA,93,72,83,NA,NA,27,NA,NA,NA,1,90,"0"
"CHE.lo.ambi.vege.wf.03.19.1","salpra","forb",2022-06-30,2021-06-16,"CB","1",130,NA,NA,NA,NA,NA,NA,98,110,95,NA,NA,4,NA,NA,NA,NA,NA,"1"
"CHE.lo.ambi.vege.wf.03.26.1","salpra","forb",2022-06-30,2021-06-16,"CB","1",107,NA,NA,NA,NA,NA,NA,101,85,71,NA,NA,6,NA,NA,NA,NA,NA,"1"
"CHE.lo.ambi.vege.wf.03.28.1","salpra","forb",2022-06-30,2021-06-16,"CB","1",88,NA,NA,NA,NA,NA,NA,85,75,59,NA,NA,4,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.03.19.1","salpra","forb",2022-06-23,2021-06-16,"EI","1",140,256,NA,NA,NA,NA,NA,197,160,204,NA,NA,20,NA,NA,NA,2,75,"0"
"CHE.lo.ambi.bare.wf.03.26.1","salpra","forb",2022-06-23,2021-06-16,"EI","1",261,482,NA,NA,NA,NA,NA,120,114,117,NA,NA,26,NA,NA,NA,9,115,"0"
"CHE.lo.ambi.bare.wf.03.28.1","salpra","forb",2022-07-26,2021-06-16,"EI","1",139,185,NA,NA,NA,NA,NA,122,117,104,NA,NA,29,NA,NA,NA,1,55,"0"
"CHE.lo.ambi.vege.wf.04.19.1","salpra","forb",2022-06-30,2021-06-16,"CB","1",95,NA,NA,NA,NA,NA,NA,84,85,NA,NA,NA,2,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.vege.wf.04.26.1","salpra","forb",2022-06-30,2021-06-16,"CB","1",73,NA,NA,NA,NA,NA,NA,66,60,50,NA,NA,7,NA,NA,NA,NA,NA,"1"
"CHE.lo.ambi.vege.wf.04.28.1","salpra","forb",2022-06-30,2021-06-16,"CB","1",46,NA,NA,NA,NA,NA,NA,39,35,29,NA,NA,5,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.04.19.1","salpra","forb",2022-06-23,2021-06-16,"EI","1",153,285,NA,NA,NA,NA,NA,113,106,NA,NA,NA,144,NA,NA,NA,2,92,"0"
"CHE.lo.ambi.bare.wf.04.26.1","salpra","forb",2022-06-23,2021-06-16,"EI","1",102,215,NA,NA,NA,NA,NA,94,69,81,NA,NA,25,NA,NA,NA,3,38,"0"
"CHE.lo.ambi.bare.wf.04.28.2","salpra","forb",2022-06-23,2021-06-22,"EI","1",100,248,NA,NA,NA,NA,NA,88,80,72,NA,NA,26,NA,NA,NA,3,53,"0"
"CHE.lo.ambi.vege.wf.05.19.1","salpra","forb",2022-06-30,2021-06-16,"CB","1",71,NA,NA,NA,NA,NA,NA,71,53,30,NA,NA,4,NA,NA,NA,NA,NA,"1"
"CHE.lo.ambi.vege.wf.05.26.1","salpra","forb",2022-06-30,2021-06-16,"CB","1",97,NA,NA,NA,NA,NA,NA,87,90,64,NA,NA,4,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.vege.wf.05.28.1","salpra","forb",2022-06-30,2021-06-16,"CB","1",96,NA,NA,NA,NA,NA,NA,91,68,41,NA,NA,5,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.05.19.2","salpra","forb",2022-06-23,2021-06-21,"EI","1",204,519,NA,NA,NA,NA,NA,166,160,136,NA,NA,17,NA,NA,NA,1,269,"0"
"CHE.lo.ambi.bare.wf.05.26.2","salpra","forb",2022-06-23,2021-06-21,"EI","1",250,518,NA,NA,NA,NA,NA,109,96,88,NA,NA,26,NA,NA,NA,14,121,"0"
"CHE.lo.ambi.bare.wf.05.28.2","salpra","forb",2022-06-23,2021-06-21,"EI","1",229,562,NA,NA,NA,NA,NA,130,122,144,NA,NA,21,NA,NA,NA,2,277,"0"
"CHE.lo.ambi.vege.wf.06.19.1","salpra","forb",2022-06-30,2021-06-16,"CB","1",68,NA,NA,NA,NA,NA,NA,55,65,42,NA,NA,6,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.vege.wf.06.26.1","salpra","forb",2022-06-30,2021-06-16,"CB","1",83,NA,NA,NA,NA,NA,NA,76,67,56,NA,NA,8,NA,NA,NA,NA,NA,"1"
"CHE.lo.ambi.vege.wf.06.28.1","salpra","forb",2022-06-30,2021-06-21,"CB","1",99,NA,NA,NA,NA,NA,NA,90,87,73,NA,NA,6,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.06.19.2","salpra","forb",2022-06-23,2021-06-22,"EI","1",70,315,NA,NA,NA,NA,NA,79,70,56,NA,NA,13,NA,NA,NA,2,128,"0"
"CHE.lo.ambi.bare.wf.06.26.2","salpra","forb",2022-06-23,2021-06-22,"EI","1",124,266,NA,NA,NA,NA,NA,115,97,85,NA,NA,22,NA,NA,NA,1,185,"0"
"CHE.lo.ambi.bare.wf.06.28.1","salpra","forb",2022-06-23,2021-06-16,"EI","1",160,316,NA,NA,NA,NA,NA,81,80,78,NA,NA,16,NA,NA,NA,4,47,"0"
"CHE.lo.ambi.bare.wf.07.19.2","salpra","forb",2022-06-23,2021-06-22,"EI","1",298,474,NA,NA,NA,NA,NA,106,90,52,NA,NA,18,NA,NA,NA,7,132,"0"
"CHE.lo.ambi.bare.wf.07.26.2","salpra","forb",2022-06-23,2021-06-22,"EI","1",137,492,NA,NA,NA,NA,NA,104,79,75,NA,NA,28,NA,NA,NA,6,233,"0"
"CHE.lo.ambi.bare.wf.07.28.2","salpra","forb",2022-06-23,2021-06-22,"EI","1",140,344,NA,NA,NA,NA,NA,118,82,76,NA,NA,53,NA,NA,NA,5,108,"0"
"CHE.lo.ambi.vege.wf.07.19.1","salpra","forb",2022-06-30,2021-06-16,"CB","1",66,NA,NA,NA,NA,NA,NA,61,56,31,NA,NA,5,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.vege.wf.07.26.1","salpra","forb",2022-06-30,2021-06-16,"CB","1",74,NA,NA,NA,NA,NA,NA,68,68,NA,NA,NA,2,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.vege.wf.07.28.1","salpra","forb",2022-06-30,2021-06-16,"CB","1",77,NA,NA,NA,NA,NA,NA,64,64,31,NA,NA,4,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.08.19.1","salpra","forb",2022-06-23,2021-06-16,"EI","1",302,515,NA,NA,NA,NA,NA,86,85,109,NA,NA,26,NA,NA,NA,9,105,"0"
"CHE.lo.ambi.bare.wf.08.26.1","salpra","forb",2022-06-23,2021-06-16,"EI","1",95,174,NA,NA,NA,NA,NA,82,59,56,NA,NA,12,NA,NA,NA,1,38,"0"
"CHE.lo.ambi.bare.wf.08.28.1","salpra","forb",2022-06-23,2021-06-16,"EI","1",105,334,NA,NA,NA,NA,NA,74,68,65,NA,NA,20,NA,NA,NA,5,78,"0"
"CHE.lo.ambi.vege.wf.08.19.1","salpra","forb",2022-06-30,2021-06-16,"CB","1",34,NA,NA,NA,NA,NA,NA,33,23,6,NA,NA,4,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.vege.wf.08.26.1","salpra","forb",2022-06-30,2021-06-16,"CB","1",40,NA,NA,NA,NA,NA,NA,36,30,24,NA,NA,4,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.vege.wf.08.28.1","salpra","forb",2022-06-30,2021-06-16,"CB","1",36,NA,NA,NA,NA,NA,NA,33,26,19,NA,NA,4,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.09.19.2","salpra","forb",2022-06-23,2021-06-22,"EI","1",117,258,NA,NA,NA,NA,NA,113,97,32,NA,NA,102,NA,NA,NA,1,168,"0"
"CHE.lo.ambi.bare.wf.09.26.1","salpra","forb",2022-06-23,2021-06-16,"EI","1",119,284,NA,NA,NA,NA,NA,109,121,104,NA,NA,17,NA,NA,NA,3,115,"0"
"CHE.lo.ambi.bare.wf.09.28.2","salpra","forb",2022-06-23,2021-06-22,"EI","1",158,411,NA,NA,NA,NA,NA,164,126,114,NA,NA,33,NA,NA,NA,6,123,"0"
"CHE.lo.ambi.vege.wf.09.19.1","salpra","forb",2022-06-30,2021-06-16,"CB","1",52,NA,NA,NA,NA,NA,NA,45,34,24,NA,NA,5,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.vege.wf.09.26.1","salpra","forb",2022-06-30,2021-06-16,"CB","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.vege.wf.09.28.1","salpra","forb",2022-06-30,2021-06-16,"CB","1",84,NA,NA,NA,NA,NA,NA,72,68,54,NA,NA,6,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.10.19.1","salpra","forb",2022-06-23,2021-06-16,"EI","1",125,458,NA,NA,NA,NA,NA,98,87,95,NA,NA,13,NA,NA,NA,4,119,"0"
"CHE.lo.ambi.bare.wf.10.26.1","salpra","forb",2022-06-23,2021-06-16,"EI","1",245,440,NA,NA,NA,NA,NA,113,93,95,NA,NA,38,NA,NA,NA,6,132,"0"
"CHE.lo.ambi.bare.wf.10.28.2","salpra","forb",2022-06-23,2021-06-22,"EI","1",172,396,NA,NA,NA,NA,NA,127,122,120,NA,NA,30,NA,NA,NA,8,158,"0"
"CHE.lo.ambi.vege.wf.10.19.1","salpra","forb",2022-06-30,2021-06-16,"CB","1",44,NA,NA,NA,NA,NA,NA,42,38,38,NA,NA,4,NA,NA,NA,NA,NA,"1"
"CHE.lo.ambi.vege.wf.10.26.1","salpra","forb",2022-06-30,2021-06-16,"CB","1",70,NA,NA,NA,NA,NA,NA,70,60,NA,NA,NA,2,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.vege.wf.10.28.2","salpra","forb",2022-06-30,2021-09-21,"CB","1",105,NA,NA,NA,NA,NA,NA,98,78,NA,NA,NA,2,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.01.11.1","silvul","forb",2022-07-26,2021-06-17,"EI","1",110,NA,NA,NA,NA,NA,NA,17,16,15,NA,NA,30,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.01.20.1","silvul","forb",2022-07-26,2021-06-17,"EI","1",263,365,NA,NA,NA,NA,NA,22,25,25,NA,NA,34,NA,NA,NA,12,NA,"0"
"CHE.hi.warm.vege.wf.01.22.1","silvul","forb",2022-07-26,2021-06-17,"EI","1",170,NA,NA,NA,NA,NA,NA,27,23,25,NA,NA,12,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.vege.wf.01.11.3","silvul","forb",2022-07-26,2021-08-02,"EI","1",59,NA,NA,NA,NA,NA,NA,16,19,20,NA,NA,17,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.vege.wf.01.20.2","silvul","forb",2022-07-26,2021-08-02,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.vege.wf.01.22.1","silvul","forb",2022-07-26,2021-06-17,"EI","1",106,NA,NA,NA,NA,NA,NA,17,18,17,NA,NA,12,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.bare.wf.01.11.1","silvul","forb",2022-07-13,2021-06-17,"CM","1",490,596,NA,NA,NA,NA,NA,49,48,47,NA,NA,1080,NA,NA,NA,470,NA,"0"
"CHE.hi.ambi.bare.wf.01.20.1","silvul","forb",2022-07-13,2021-06-17,"CM","1",237,304,NA,NA,NA,NA,NA,45,44,39,NA,NA,1609,NA,NA,NA,42,NA,"0"
"CHE.hi.ambi.bare.wf.01.22.1","silvul","forb",2022-07-13,2021-06-17,"CM","1",481,500,NA,NA,NA,NA,NA,44,42,41,NA,NA,1316,NA,NA,NA,735,NA,"0"
"CHE.hi.warm.bare.wf.01.11.1","silvul","forb",2022-07-13,2021-06-17,"CM","1",339,415,NA,NA,NA,NA,NA,25,22,20,NA,NA,80,NA,NA,NA,25,NA,"0"
"CHE.hi.warm.bare.wf.01.20.1","silvul","forb",2022-07-13,2021-06-17,"CM","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.bare.wf.01.22.1","silvul","forb",2022-07-13,2021-06-17,"CM","1",381,524,NA,NA,NA,NA,NA,46,37,36,NA,NA,174,NA,NA,NA,123,NA,"0"
"CHE.hi.ambi.vege.wf.02.11.1","silvul","forb",2022-07-26,2021-06-17,"EI","1",58,NA,NA,NA,NA,NA,NA,15,17,16,NA,NA,8,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.vege.wf.02.20.1","silvul","forb",2022-07-26,2021-06-17,"EI","1",43,NA,NA,NA,NA,NA,NA,14,14,11,NA,NA,8,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.vege.wf.02.22.1","silvul","forb",2022-07-26,2021-06-17,"EI","1",46,NA,NA,NA,NA,NA,NA,13,14,11,NA,NA,22,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.bare.wf.02.11.1","silvul","forb",2022-07-13,2021-06-17,"CM","1",311,407,NA,NA,NA,NA,NA,47,44,43,NA,NA,208,NA,NA,NA,112,NA,"0"
"CHE.hi.warm.bare.wf.02.20.1","silvul","forb",2022-07-13,2021-06-17,"CM","1",386,401,NA,NA,NA,NA,NA,36,35,33,NA,NA,246,NA,NA,NA,85,NA,"0"
"CHE.hi.warm.bare.wf.02.22.1","silvul","forb",2022-07-13,2021-06-17,"CM","1",357,466,NA,NA,NA,NA,NA,43,45,50,NA,NA,286,NA,NA,NA,97,NA,"0"
"CHE.hi.ambi.bare.wf.02.11.1","silvul","forb",2022-07-13,2021-06-17,"CM","1",330,480,NA,NA,NA,NA,NA,45,47,44,NA,NA,210,NA,NA,NA,119,NA,"0"
"CHE.hi.ambi.bare.wf.02.20.1","silvul","forb",2022-07-13,2021-06-17,"CM","1",405,464,NA,NA,NA,NA,NA,42,39,38,NA,NA,630,NA,NA,NA,107,NA,"0"
"CHE.hi.ambi.bare.wf.02.22.1","silvul","forb",2022-07-13,2021-06-17,"CM","1",219,368,NA,NA,NA,NA,NA,40,37,36,NA,NA,192,NA,NA,NA,59,NA,"0"
"CHE.hi.warm.vege.wf.02.11.1","silvul","forb",2022-07-26,2021-06-17,"EI","1",128,NA,NA,NA,NA,NA,NA,23,24,19,NA,NA,12,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.02.20.1","silvul","forb",2022-07-26,2021-06-17,"EI","1",68,NA,NA,NA,NA,NA,NA,17,16,17,NA,NA,6,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.02.22.1","silvul","forb",2022-07-26,2021-06-17,"EI","1",125,NA,NA,NA,NA,NA,NA,14,15,12,NA,NA,16,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.vege.wf.03.11.1","silvul","forb",2022-07-26,2021-06-17,"EI","1",119,119,NA,NA,NA,NA,NA,15,16,14,NA,NA,23,NA,NA,NA,1,NA,"0"
"CHE.hi.ambi.vege.wf.03.20.1","silvul","forb",2022-07-26,2021-06-17,"EI","1",101,NA,NA,NA,NA,NA,NA,19,16,12,NA,NA,8,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.vege.wf.03.22.1","silvul","forb",2022-07-26,2021-06-17,"EI","1",107,NA,NA,NA,NA,NA,NA,21,19,19,NA,NA,23,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.bare.wf.03.11.1","silvul","forb",2022-07-13,2021-06-17,"CM","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.bare.wf.03.20.1","silvul","forb",2022-07-13,2021-06-17,"CM","1",212,363,NA,NA,NA,NA,NA,41,33,34,NA,NA,162,NA,NA,NA,35,NA,"0"
"CHE.hi.warm.bare.wf.03.22.1","silvul","forb",2022-07-13,2021-06-17,"CM","1",209,285,NA,NA,NA,NA,NA,30,29,21,NA,NA,268,NA,NA,NA,5,NA,"0"
"CHE.hi.ambi.bare.wf.03.11.1","silvul","forb",2022-07-13,2021-06-17,"CM","1",276,434,NA,NA,NA,NA,NA,48,41,47,NA,NA,136,NA,NA,NA,35,NA,"0"
"CHE.hi.ambi.bare.wf.03.20.1","silvul","forb",2022-07-13,2021-06-17,"CM","1",175,224,NA,NA,NA,NA,NA,24,17,29,NA,NA,192,NA,NA,NA,44,NA,"0"
"CHE.hi.ambi.bare.wf.03.22.1","silvul","forb",2022-07-13,2021-06-17,"CM","1",285,311,NA,NA,NA,NA,NA,32,28,29,NA,NA,86,NA,NA,NA,48,NA,"0"
"CHE.hi.warm.vege.wf.03.11.1","silvul","forb",2022-07-26,2021-06-17,"EI","1",75,NA,NA,NA,NA,NA,NA,12,13,15,NA,NA,10,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.03.20.2","silvul","forb",2022-07-26,2021-07-29,"EI","1",10,NA,NA,NA,NA,NA,NA,10,9,8,NA,NA,8,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.03.22.1","silvul","forb",2022-07-26,2021-06-17,"EI","1",154,NA,NA,NA,NA,NA,NA,19,22,20,NA,NA,22,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.bare.wf.04.11.2","silvul","forb",2022-07-13,2021-09-21,"CM","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.bare.wf.04.20.2","silvul","forb",2022-07-13,2021-09-21,"CM","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.bare.wf.04.22.1","silvul","forb",2022-07-13,2021-06-17,"CM","1",375,441,NA,NA,NA,NA,NA,39,36,35,NA,NA,660,NA,NA,NA,276,NA,"0"
"CHE.hi.warm.vege.wf.04.11.1","silvul","forb",2022-07-26,2021-06-17,"EI","1",47,NA,NA,NA,NA,NA,NA,20,17,15,NA,NA,6,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.04.20.1","silvul","forb",2022-07-26,2021-06-17,"EI","1",33,NA,NA,NA,NA,NA,NA,11,12,11,NA,NA,12,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.04.22.1","silvul","forb",2022-07-26,2021-06-17,"EI","1",110,NA,NA,NA,NA,NA,NA,18,16,18,NA,NA,34,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.bare.wf.04.11.1","silvul","forb",2022-07-13,2021-06-17,"CM","1",481,619,NA,NA,NA,NA,NA,34,30,27,NA,NA,178,NA,NA,NA,118,NA,"0"
"CHE.hi.warm.bare.wf.04.20.1","silvul","forb",2022-07-13,2021-06-17,"CM","1",586,640,NA,NA,NA,NA,NA,51,49,48,NA,NA,236,NA,NA,NA,184,NA,"0"
"CHE.hi.warm.bare.wf.04.22.1","silvul","forb",2022-07-13,2021-06-17,"CM","1",270,348,NA,NA,NA,NA,NA,29,29,26,NA,NA,114,NA,NA,NA,49,NA,"0"
"CHE.hi.ambi.vege.wf.04.11.1","silvul","forb",2022-07-26,2021-06-17,"EI","1",62,NA,NA,NA,NA,NA,NA,14,15,12,NA,NA,10,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.vege.wf.04.20.1","silvul","forb",2022-07-26,2021-06-17,"EI","1",90,NA,NA,NA,NA,NA,NA,23,22,19,NA,NA,20,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.vege.wf.04.22.1","silvul","forb",2022-07-26,2021-06-17,"EI","1",164,NA,NA,NA,NA,NA,NA,19,19,28,NA,NA,16,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.bare.wf.05.11.1","silvul","forb",2022-07-13,2021-06-17,"CM","1",423,494,NA,NA,NA,NA,NA,41,37,36,NA,NA,112,NA,NA,NA,47,NA,"0"
"CHE.hi.ambi.bare.wf.05.20.1","silvul","forb",2022-07-13,2021-06-17,"CM","1",310,353,NA,NA,NA,NA,NA,35,34,30,NA,NA,284,NA,NA,NA,42,NA,"0"
"CHE.hi.ambi.bare.wf.05.22.1","silvul","forb",2022-07-13,2021-06-17,"CM","1",319,385,NA,NA,NA,NA,NA,45,30,29,NA,NA,510,NA,NA,NA,124,NA,"0"
"CHE.hi.warm.vege.wf.05.11.1","silvul","forb",2022-07-26,2021-06-17,"EI","1",141,NA,NA,NA,NA,NA,NA,26,22,21,NA,NA,40,NA,NA,NA,NA,NA,"1"
"CHE.hi.warm.vege.wf.05.20.1","silvul","forb",2022-07-26,2021-06-17,"EI","1",107,NA,NA,NA,NA,NA,NA,21,15,16,NA,NA,12,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.05.22.1","silvul","forb",2022-07-26,2021-06-17,"EI","1",110,NA,NA,NA,NA,NA,NA,13,11,14,NA,NA,24,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.bare.wf.05.11.1","silvul","forb",2022-07-13,2021-06-17,"CM","1",343,586,NA,NA,NA,NA,NA,44,43,42,NA,NA,94,NA,NA,NA,36,NA,"0"
"CHE.hi.warm.bare.wf.05.20.1","silvul","forb",2022-07-13,2021-06-17,"CM","1",195,250,NA,NA,NA,NA,NA,29,26,25,NA,NA,68,NA,NA,NA,17,NA,"0"
"CHE.hi.warm.bare.wf.05.22.1","silvul","forb",2022-07-13,2021-06-17,"CM","1",201,30,NA,NA,NA,NA,NA,42,36,30,NA,NA,144,NA,NA,NA,8,NA,"0"
"CHE.hi.ambi.vege.wf.05.11.1","silvul","forb",2022-07-26,2021-06-17,"EI","1",68,NA,NA,NA,NA,NA,NA,19,18,16,NA,NA,22,NA,NA,NA,NA,NA,"0"
